Town,State/Province,Number,Latitude,Longitude,Date
Trempealeau,WI,125,44,-91.4,9/10/2019
Monroe,MI,100,41.9,-83.3,9/10/2019
Milwaukee,WI,84,43,-88,9/10/2019
Avon Lake,OH,5,41.5,-82,9/10/2019
Marquette,IA,78,43,-91.2,9/10/2019
Ontario,NY,600,43.2,-77.3,9/10/2019
Milwaukee,WI,42,43,-87.9,9/10/2019
Eastlake,OH,80,41.6,-81.5,9/10/2019
Milwaukee,WI,30,43,-88.1,9/10/2019
Madison,WI,36,43.1,-89.3,9/10/2019
Saranac Lake,NY,50,44.3,-74.2,9/10/2019
Eulalia Twp,PA,79,41.8,-78,9/10/2019
Voorheesville,NY,52,42.6,-74,9/10/2019
Amherstburg,ON,120,42,-83,9/10/2019
Mcveytown,PA,101,40.5,-77.8,9/10/2019
New Ringgold,PA,37,40.6,-76,9/10/2019
Crestline,OH,100,40.8,-82.7,9/9/2019
Marion,OH,47,40.6,-83.1,9/9/2019
South Milwaukee,WI,246,42.9,-87.9,9/9/2019
Galion,OH,105,40.7,-82.8,9/9/2019
Le Mars,IA,200,42.7,-96.1,9/9/2019
Oakland,NE,500,41.8,-96.5,9/9/2019
Maumee Bay,OH,1000,41.7,-83.4,9/9/2019
Painesville,OH,30,41.8,-81.3,9/9/2019
Port Clinton,OH,10000,41.5,-82.9,9/9/2019
New Paris,PA,200,40.1,-78.7,9/9/2019
Sawyer,MI,12,41.9,-86.6,9/9/2019
Voorheesville,NY,102,42.6,-74,9/9/2019
Amherstburg,ON,3553,42,-83,9/9/2019
Mcveytown,PA,48,40.5,-77.8,9/9/2019
New Ringgold,PA,127,40.6,-76,9/9/2019
Litchfield,CT,59,41.7,-73.2,9/9/2019
Greenwich,CT,39,41.1,-73.7,9/9/2019
Cleveland,OH,18,41.5,-81.7,9/8/2019
Waunakee,WI,57,43.1,-89.4,9/8/2019
Ajax,ON,128,43.8,-79,9/8/2019
Oak Harbor,OH,20,41.6,-83.2,9/8/2019
Shelby,MI,3000,43.6,-86.4,9/8/2019
North Canton,OH,100,40.9,-81.4,9/8/2019
Lake Michigan Beach,MI,100000,42.2,-86.4,9/8/2019
Melbourne,IA,106,41.9,-93.1,9/8/2019
South Haven,MI,500,42.5,-86.2,9/8/2019
Montague,MI,12000,43.5,-86.5,9/8/2019
Holland,MI,300,42.8,-86.2,9/8/2019
Saugatuck,MI,4000,42.7,-86.2,9/8/2019
Rhodes,IA,457,41.9,-93.2,9/8/2019
Hamilton,ON,170,43.3,-79.9,9/8/2019
Burlington,ON,1000,43.3,-79.8,9/8/2019
Shelby,MI,200,43.6,-86.5,9/8/2019
Brantford,ON,500,43.1,-80.2,9/8/2019
Clearville Park,ON,15000,42.5,-81.7,9/8/2019
Rapid River,MI,81,45.7,-87,9/8/2019
Michigan City,IN,1000,41.7,-86.9,9/8/2019
Lakeside Marblehead,OH,20,41.5,-82.7,9/8/2019
Brighton,ON,500000,44,-77.7,9/8/2019
Voorheesville,NY,28,42.6,-74,9/8/2019
Amherstburg,ON,27,42,-83,9/8/2019
Mcveytown,PA,172,40.5,-77.8,9/8/2019
Media,PA,6,39.9,-75.4,9/8/2019
New Ringgold,PA,16,40.6,-76,9/8/2019
Greenwich,CT,21,41.1,-73.7,9/8/2019
Millersburg,MI,300,45.5,-84.1,9/7/2019
Harrisville,MI,134,44.6,-83.3,9/7/2019
Ajax,ON,3600,43.8,-79,9/7/2019
Hamilton,ON,450,43.3,-79.9,9/7/2019
Burlington,ON,450,43.3,-79.8,9/7/2019
Cleveland,OH,300,41.5,-81.7,9/7/2019
Montague,MI,150,43.5,-86.5,9/7/2019
Orwell,OH,100,41.6,-80.9,9/7/2019
Chatham-Kent,ON,1200,42.5,-81.7,9/7/2019
Stonington Peninsula,MI,300,45.7,-87,9/7/2019
Manitoulin,ON,25,45.9,-83.2,9/7/2019
Clarington,ON,500000,43.9,-78.6,9/7/2019
Voorheesville,NY,57,42.7,-74,9/7/2019
Amherstburg,ON,165,42,-83,9/7/2019
Mcveytown,PA,73,40.5,-77.8,9/7/2019
New Ringgold,PA,18,40.6,-76,9/7/2019
Litchfield,CT,5,41.7,-73.2,9/7/2019
Greenwich,CT,14,41.1,-73.7,9/7/2019
Detroit,MI,18,42.2,-83.4,9/6/2019
Rideau Lakes,ON,100,44.6,-76.4,9/6/2019
Cleveland,OH,15,41.5,-81.6,9/6/2019
Continental,OH,300,41.1,-84.2,9/6/2019
Amherstburg,ON,296,42,-83,9/6/2019
Mcveytown,PA,38,40.5,-77.8,9/6/2019
New Ringgold,PA,3,40.6,-76,9/6/2019
Toronto,ON,29,43.6,-79.4,9/5/2019
Toronto,ON,100,43.7,-79.4,9/5/2019
South Haven,MI,30,42.4,-86.3,9/5/2019
Saint Louis,MO,20,38.6,-90.2,9/5/2019
Selwyn,ON,25,44.4,-78.3,9/5/2019
Minneapolis,MN,50,44.9,-93.3,9/5/2019
Amherstburg,ON,145,42,-83,9/5/2019
Mcveytown,PA,9,40.5,-77.8,9/5/2019
Media,PA,9,39.9,-75.4,9/5/2019
New Ringgold,PA,7,40.6,-76,9/5/2019
Litchfield,CT,12,41.7,-73.2,9/5/2019
Greenwich,CT,151,41.1,-73.7,9/5/2019
Shelter Island,MI,200,45.9,-83.6,9/4/2019
Harrisville State Park,MI,541,44.6,-83.3,9/4/2019
East Tawas,MI,173,44.3,-83.5,9/4/2019
Albert Lea,MN,20,43.7,-93.1,9/4/2019
Austin,MN,100,43.7,-93,9/4/2019
Hartville,WY,7,42.3,-104.8,9/4/2019
Toronto,ON,200,43.8,-79.1,9/4/2019
Amherstburg,ON,76,42,-83,9/4/2019
Mcveytown,PA,23,40.5,-77.8,9/4/2019
New Ringgold,PA,5,40.6,-76,9/4/2019
Greenwich,CT,4,41.1,-73.7,9/4/2019
Bricelyn,MN,20,43.6,-93.8,9/3/2019
Mount Holly,VT,40,43.5,-72.8,9/3/2019
Toronto,ON,1001,43.7,-79.4,9/3/2019
Town of Duane,NY,50,44.7,-74.2,9/3/2019
Amherstburg,ON,18,42,-83,9/3/2019
Mcveytown,PA,14,40.5,-77.8,9/3/2019
New Ringgold,PA,3,40.6,-76,9/3/2019
Greenwich,CT,13,41.1,-73.7,9/3/2019
Toronto,ON,55,43.7,-79.4,9/2/2019
Toronto,ON,16,43.6,-79.5,9/2/2019
Manistique,MI,20,45.9,-86.2,9/2/2019
Neenah,WI,100,44.2,-88.5,9/2/2019
Weiler-Leopold Nature Preserve,IN,100,40.4,-87.1,9/2/2019
Amherstburg,ON,83,42,-83,9/2/2019
Mcveytown,PA,13,40.5,-77.8,9/2/2019
New Ringgold,PA,3,40.6,-76,9/2/2019
Saint Ignace,MI,200,46,-85,9/1/2019
Manistique,MI,200,45.9,-86.2,9/1/2019
Killarney,ON,100,46,-81.5,9/1/2019
Marblehead,OH,25,41.5,-82.7,9/1/2019
Mcveytown,PA,11,40.5,-77.8,9/1/2019
New Ringgold,PA,8,40.6,-76,9/1/2019
Minnetonka,MN,50,44.9,-93.5,8/31/2019
Town of Egg Harbor,WI,400,45,-87.4,8/31/2019
Lutsen,MN,50,47.7,-90.6,8/31/2019
New Ringgold,PA,13,40.6,-76,8/31/2019
,MI,409,44.6,-83.3,8/30/2019
Suamico,WI,45,44.6,-88,8/30/2019
Saint Paul,MN,100,45,-93,8/30/2019
New Ringgold,PA,3,40.6,-76,8/30/2019
Minneapolis,MN,50,45,-93.2,8/29/2019
Savage,MN,75,44.8,-93.4,8/29/2019
Saint Paul,MN,100,45,-93,8/29/2019
New Ringgold,PA,7,40.6,-76,8/29/2019
Enid,OK,30,36.4,-97.9,8/28/2019
Wilmette,IL,15,42.1,-87.7,8/28/2019
Two Rivers,WI,300,44.1,-87.6,8/28/2019
New Ringgold,PA,3,40.6,-76,8/28/2019
Henderson,MN,100,44.5,-93.9,8/27/2019
Town of Belle Plaine,WI,58,44.8,-88.6,8/27/2019
Minneapolis,MN,30,44.9,-93.3,8/27/2019
Trempealeau,WI,40,44,-91.4,8/27/2019
New Ringgold,PA,8,40.6,-76,8/26/2019
Marblehead,OH,55,41.5,-82.7,8/25/2019
New Ringgold,PA,14,40.6,-76,8/25/2019
Greenwich,CT,4,41.1,-73.7,8/25/2019
New Ringgold,PA,27,40.6,-76,8/24/2019
Greenwich,CT,18,41.1,-73.7,8/24/2019
New Ringgold,PA,7,40.6,-76,8/23/2019
Greenwich,CT,3,41.1,-73.7,8/23/2019
Minneapolis,MN,95,45,-93.2,8/22/2019
New Ringgold,PA,15,40.6,-76,8/22/2019
New Ringgold,PA,3,40.6,-76,8/20/2019
New Ringgold,PA,15,40.6,-76,8/19/2019
Soda Springs,CA,300,39.3,-120.4,8/18/2019
New Ringgold,PA,11,40.6,-76,8/18/2019
New Ringgold,PA,6,40.6,-76,8/17/2019
New Ringgold,PA,6,40.6,-76,8/16/2019
New Ringgold,PA,4,40.6,-76,8/15/2019
Beach Haven,NJ,100,39.7,-74.1,8/11/2019
East Garafraxa,ON,109,43.9,-80.2,8/7/2019
Monterrey,NLE,200,25.7,-100.3,11/10/2020
Cape May,NJ,50,38.9,-74.9,11/9/2020
Gulf Shores,AL,50,30.2,-87.8,11/9/2020
Cape May,NJ,50,38.9,-74.9,11/8/2020
Cape May,NJ,38,38.9,-74.9,11/7/2020
Ocean Beach,NY,24,40.6,-73.1,11/7/2020
Lower Twp,NJ,50,38.9,-75,11/4/2020
Cape May,NJ,50,38.9,-74.9,11/3/2020
Galveston,TX,30,29.1,-95,11/1/2020
Hilton Head Island,SC,300,32.1,-80.8,10/30/2020
Cadereyta de Montes,QUE,505,20.7,-99.8,10/28/2020
Monterrey,NLE,240,25.6,-100.3,10/28/2020
Saltillo,COA,80,25.4,-101,10/27/2020
GÔøΩmez FarÔøΩas,TAM,176,23,-99.1,10/27/2020
AcÔøΩmbaro,GUA,300,20.1,-100.7,10/26/2020
LeÛn,GUA,300,21.2,-101.5,10/26/2020
Acambaro,GUA,750,20,-100.7,10/25/2020
Texcaltitlan,MEX,40,18.9,-99.9,10/25/2020
Cape May,NJ,14,38.9,-74.9,10/24/2020
Fairhope,AL,65,30.5,-87.9,10/24/2020
Monterrey,NLE,110,25.6,-100.3,10/24/2020
Media,PA,4,39.9,-75.4,10/24/2020
New Ringgold,PA,4,40.6,-76,10/24/2020
Donato Guerra,MEX,13,19.4,-100.3,10/23/2020
Independence,KY,50,38.9,-84.5,10/23/2020
Media,PA,3,39.9,-75.4,10/23/2020
Cape May,NJ,30,38.9,-74.9,10/22/2020
Cobb Island,MD,30,38.3,-76.9,10/22/2020
Mcveytown,PA,4,40.5,-77.8,10/22/2020
Mandeville,LA,500,30.3,-90.1,10/21/2020
Cape May,NJ,30,38.9,-74.9,10/21/2020
Cape May,NJ,34,38.9,-74.9,10/20/2020
Cape May,NJ,75,38.9,-74.9,10/20/2020
Media,PA,5,39.9,-75.4,10/20/2020
New Ringgold,PA,3,40.6,-76,10/20/2020
Turtletown,TN,75,35,-84.4,10/18/2020
Mcveytown,PA,9,40.5,-77.8,10/18/2020
Media,PA,4,39.9,-75.4,10/18/2020
New Ringgold,PA,3,40.6,-76,10/18/2020
Falfurrias,TX,80,27.2,-98.2,10/17/2020
Clinton,IN,15,39.7,-87.5,10/17/2020
Media,PA,4,39.9,-75.4,10/17/2020
New Ringgold,PA,6,40.6,-76,10/17/2020
Monterrey,NLE,38,25.6,-100.3,10/16/2020
San Juan de Boquillas,COA,700,27,-101.9,10/16/2020
Santa Catarina,NLE,40,25.7,-100.5,10/16/2020
Saltillo,COA,50,25.4,-101,10/16/2020
Dolores,COA,800,26.3,-101.4,10/16/2020
Apodaca,NLE,453,25.8,-100.3,10/16/2020
Apodaca,NLE,385,25.7,-100.2,10/16/2020
Del Rio,TX,780,29.5,-101,10/15/2020
Stearns,KY,13,36.8,-84.6,10/15/2020
Copperhill,TN,20,35,-84.4,10/15/2020
El Nacimiento,COA,700,28,-101.8,10/15/2020
Richardson,TX,14,32.9,-96.7,10/14/2020
Independence,KY,140,38.9,-84.5,10/14/2020
Avalon,NJ,50,39.1,-74.7,10/14/2020
Mebane,NC,20,36,-79.3,10/14/2020
Mcveytown,PA,4,40.5,-77.8,10/14/2020
Del Rio,TX,160,29.5,-101,10/13/2020
Sabinas,COA,700,27.9,-101.1,10/13/2020
Longport,NJ,200,39.3,-74.5,10/13/2020
Amherstburg,ON,8,42,-83,10/13/2020
Independence,KY,280,38.9,-84.5,10/12/2020
Cape May Point,NJ,5000,38.9,-75,10/11/2020
Midland,TX,2000,32,-102.1,10/11/2020
Fort Lee,NJ,20,40.9,-74,10/10/2020
Independence,KY,270,38.9,-84.5,10/10/2020
Manahawkin,NJ,50,39.7,-74.2,10/10/2020
Boerne,TX,119,29.9,-98.6,10/10/2020
Amherstburg,ON,5,42,-83,10/10/2020
New Ringgold,PA,4,40.6,-76,10/10/2020
Raleigh,NC,41,35.8,-78.7,10/9/2020
Del Rio,TX,161,29.5,-101,10/9/2020
Odessa,TX,300,31.9,-102.3,10/9/2020
Independence,KY,250,38.9,-84.5,10/9/2020
Canyon Lake,TX,50,29.9,-98.2,10/9/2020
Cape May,NJ,56,38.9,-74.9,10/9/2020
Sagaponack,NY,18,40.9,-72.3,10/9/2020
Water Mill,NY,12,40.9,-72.3,10/9/2020
Hampton Bays,NY,41,40.8,-72.5,10/9/2020
Fire Island,NY,500,40.6,-73.2,10/9/2020
Amherstburg,ON,6,42,-83,10/9/2020
Mcveytown,PA,5,40.5,-77.8,10/9/2020
Media,PA,17,39.9,-75.4,10/9/2020
Independence,KY,300,38.9,-84.5,10/8/2020
Del Rio,TX,127,29.5,-101,10/8/2020
Boerne,TX,47,29.9,-98.6,10/8/2020
Raleigh,NC,20,35.8,-78.7,10/8/2020
Bay Shore,NY,125,40.6,-73.2,10/8/2020
Cape May Point,NJ,10000,38.9,-75,10/8/2020
Amherstburg,ON,7,42,-83,10/8/2020
New Ringgold,PA,6,40.6,-76,10/8/2020
Odessa,TX,500,31.9,-102.2,10/7/2020
Scotland,MD,40,38.1,-76.3,10/7/2020
Myrtle Beach,SC,83,33.7,-78.9,10/7/2020
Independence,KY,500,38.9,-84.5,10/7/2020
Media,PA,7,39.9,-75.4,10/7/2020
New Ringgold,PA,7,40.6,-76,10/7/2020
Richardson,TX,16,32.9,-96.7,10/6/2020
Villas,NJ,15,39,-74.9,10/6/2020
Addison,TX,20,32.9,-96.8,10/6/2020
Hot Springs Village,AR,14,34.7,-93,10/6/2020
Arlington,TX,12,32.7,-97.2,10/6/2020
Plano,TX,25,33,-96.8,10/6/2020
Raleigh,NC,11,35.7,-78.7,10/6/2020
Pocahontas,AR,100,36.3,-91,10/6/2020
Fort Hood,TX,1500,31.2,-97.8,10/6/2020
New Ringgold,PA,19,40.6,-76,10/6/2020
Media,PA,34,39.9,-75.4,10/5/2020
New Ringgold,PA,4,40.6,-76,10/5/2020
Fort Davis,TX,13,30.6,-103.9,10/4/2020
Media,PA,37,39.9,-75.4,10/4/2020
New Ringgold,PA,9,40.6,-76,10/4/2020
Rule,TX,100,33.2,-99.9,10/3/2020
Wappingers Falls,NY,34,41.5,-74,10/3/2020
Mequon,WI,100,43.2,-88,10/3/2020
Mckinney,TX,20,33.2,-96.7,10/3/2020
Canton,NC,50,35.3,-82.8,10/3/2020
Point Pelee National Park,ON,24,41.9,-82.5,10/3/2020
Amherstburg,ON,3,42,-83,10/3/2020
Mcveytown,PA,4,40.5,-77.8,10/3/2020
Media,PA,17,39.9,-75.4,10/3/2020
New Ringgold,PA,6,40.6,-76,10/3/2020
Steeles Tavern,VA,55,38,-79.3,10/2/2020
Irving,NY,200,42.6,-79.1,10/2/2020
Babylon,NY,68,40.6,-73.3,10/2/2020
Wappingers Falls,NY,4,41.5,-74,10/2/2020
Mcveytown,PA,4,40.5,-77.8,10/2/2020
Media,PA,7,39.9,-75.4,10/2/2020
New Ringgold,PA,18,40.6,-76,10/2/2020
Walhalla,SC,12,34.8,-83.1,10/1/2020
West Nyack,NY,11,41.1,-74,10/1/2020
Wappingers Falls,NY,12,41.5,-74,10/1/2020
Springdale,AR,74,36.2,-94.1,10/1/2020
Fredericksburg,VA,20,38.2,-77.3,10/1/2020
Del Rio,TX,770,29.5,-101,10/1/2020
Blue Eye,MO,100,36.5,-93.3,10/1/2020
Media,PA,9,39.9,-75.4,10/1/2020
New Ringgold,PA,6,40.6,-76,10/1/2020
Denton,TX,50,33.2,-97.1,9/30/2020
Clifton Forge,VA,5,37.8,-79.8,9/30/2020
Corpus Christi,TX,500,27.7,-97.5,9/30/2020
Welling,OK,12,35.9,-94.9,9/30/2020
Fort Smith,AR,23,35.3,-94.4,9/30/2020
Locust Grove,OK,800,36.2,-95.2,9/30/2020
Wichita Falls,TX,10,33.9,-98.6,9/30/2020
Black Mountain,NC,20,35.6,-82.3,9/30/2020
Washington,DC,15,39,-77,9/30/2020
Del Rio,TX,12,29.5,-101,9/30/2020
Mcveytown,PA,8,40.5,-77.8,9/30/2020
Media,PA,7,39.9,-75.4,9/30/2020
Claremore,OK,200,36.4,-95.5,9/29/2020
Mount Mitchell,NC,50,35.8,-82.3,9/29/2020
Glenpool,OK,11,35.9,-96,9/29/2020
Mounds,OK,16,35.9,-95.9,9/29/2020
Durant,OK,100,34,-96.4,9/29/2020
Hartman,AR,189,35.5,-93.6,9/29/2020
Broken Arrow,OK,3,36,-95.8,9/29/2020
Whiteland,IN,6,39.6,-86,9/29/2020
Locust Grove,OK,100,36.2,-95.2,9/29/2020
Denton,TX,100,33.2,-97,9/29/2020
Mckinney,TX,12,33.2,-96.7,9/29/2020
Ash Grove,MO,82,37.4,-93.6,9/29/2020
Red Oak,TX,325,32.6,-96.9,9/29/2020
Ozark,AR,58,35.5,-93.9,9/29/2020
Checotah,OK,25,35.4,-95.5,9/29/2020
Welling,OK,40,35.9,-94.9,9/29/2020
Fayetteville,AR,46,36.1,-94.2,9/29/2020
Wichita Falls,TX,30,33.8,-98.6,9/29/2020
Tribbey,OK,25,35.1,-97.2,9/29/2020
Bixby,OK,24,36,-95.9,9/29/2020
Garden City,MO,34,38.5,-94.2,9/29/2020
Columbia,MD,7,39.2,-76.8,9/29/2020
Dallas,TX,40,33,-96.8,9/29/2020
Amherstburg,ON,5,42,-83,9/29/2020
New Ringgold,PA,4,40.6,-76,9/29/2020
Mannford,OK,50,36.1,-96.4,9/28/2020
Brevard,NC,33,35.3,-82.8,9/28/2020
Traphill,NC,157,36.3,-81,9/28/2020
Mcveytown,PA,7,40.5,-77.8,9/28/2020
New Ringgold,PA,4,40.6,-76,9/28/2020
Saint Louis,MO,12,38.5,-90.4,9/27/2020
Millville,NJ,82,39.2,-75,9/27/2020
Saint Louis,MO,20,38.6,-90.4,9/27/2020
Enid,OK,7,36.4,-97.9,9/27/2020
Canton,NC,48,35.5,-82.8,9/27/2020
Tulsa,OK,250,36.1,-96,9/27/2020
Tulsa,OK,50,36.1,-96,9/27/2020
Nebo,NC,21,35.8,-81.9,9/27/2020
Bay Shore,NY,26,40.6,-73.2,9/27/2020
Amherstburg,ON,3,42,-83,9/27/2020
Media,PA,3,39.9,-75.4,9/27/2020
New Ringgold,PA,6,40.6,-76,9/27/2020
Wichita,KS,70,37.8,-97.3,9/26/2020
Lenexa,KS,43,39,-94.7,9/26/2020
Wappingers Falls,NY,6,41.5,-74,9/26/2020
Pretty Prairie,KS,350,37.8,-97.8,9/26/2020
Saint Louis,MO,14,38.6,-90.3,9/26/2020
Tybee Island,GA,30,32,-80.9,9/26/2020
Amherstburg,ON,4,42,-83,9/26/2020
Shawnee,KS,11,39,-94.7,9/25/2020
Enid,OK,40,36.4,-97.9,9/25/2020
Basehor,KS,200,39.1,-94.9,9/25/2020
Pottsville,AR,10,35.2,-93,9/25/2020
Bay Shore,NY,75,40.6,-73.2,9/25/2020
Central Elgin,ON,12,42.7,-81.2,9/25/2020
Claflin,KS,978,38.4,-98.6,9/25/2020
Liberal,MO,55,37.5,-94.6,9/25/2020
Amherstburg,ON,6,42,-83,9/25/2020
Mcveytown,PA,6,40.5,-77.8,9/25/2020
Bay Shore,NY,75,40.6,-73.2,9/24/2020
Bristol,TN,15,36.6,-82.1,9/24/2020
Wichita,KS,100,37.7,-97.3,9/24/2020
Tekamah,NE,100,41.8,-96.3,9/24/2020
Amherstburg,ON,6,42,-83,9/24/2020
Mcveytown,PA,3,40.5,-77.8,9/24/2020
Media,PA,3,39.9,-75.4,9/24/2020
Leawood,KS,12,38.9,-94.6,9/23/2020
Topeka,KS,30,39,-95.7,9/23/2020
Wichita,KS,250,37.7,-97.3,9/23/2020
Wappingers Falls,NY,6,41.5,-74,9/23/2020
Asheville,NC,200,35.6,-82.5,9/23/2020
Black Mountain,NC,12,35.6,-82.3,9/23/2020
Point Pelee National Park,ON,50,42,-82.5,9/23/2020
Baldwin City,KS,28,38.8,-95.2,9/23/2020
Amherstburg,ON,6,42,-83,9/23/2020
Mcveytown,PA,16,40.5,-77.8,9/23/2020
Media,PA,7,39.9,-75.4,9/23/2020
New Ringgold,PA,11,40.6,-76,9/23/2020
Topeka,KS,97,39,-95.7,9/22/2020
Andover,KS,50,37.7,-97.1,9/22/2020
Tecumseh,KS,50,39,-95.5,9/22/2020
Thief River Falls,MN,50,48.1,-96.4,9/22/2020
Asheville,NC,38,35.6,-82.5,9/22/2020
Lees Summit,MO,30,38.9,-94.4,9/22/2020
Amherstburg,ON,3,42,-83,9/22/2020
New Ringgold,PA,15,40.6,-76,9/22/2020
Savannah,MO,100,40,-94.9,9/21/2020
Overland Park,KS,47,38.9,-94.6,9/21/2020
Leawood,KS,145,39,-94.6,9/21/2020
Claflin,KS,789,38.4,-98.6,9/21/2020
Springfield,MO,20,37.2,-93.3,9/21/2020
Lenexa,KS,10,39,-94.8,9/21/2020
Kansas City,KS,36,39.1,-94.6,9/21/2020
Amherstburg,ON,9,42,-83,9/21/2020
Mcveytown,PA,3,40.5,-77.8,9/21/2020
New Ringgold,PA,6,40.6,-76,9/21/2020
Lawrence,KS,27,39,-95.3,9/20/2020
Lenexa,KS,28,39,-94.7,9/20/2020
Shawnee,KS,25,39,-94.7,9/20/2020
Perryville,KY,30,37.7,-85,9/20/2020
Olathe,KS,100,38.9,-94.8,9/20/2020
Guilford,NY,30,42.4,-75.5,9/20/2020
Guilford,NY,30,42.4,-75.5,9/20/2020
Media,PA,3,39.9,-75.4,9/20/2020
Shawnee,KS,8,39,-94.7,9/19/2020
Topeka,KS,9,39.1,-95.7,9/19/2020
Lebo,KS,36,38.5,-95.8,9/19/2020
Manhattan,KS,2816,39.1,-96.6,9/19/2020
Amherstburg,ON,15,42,-83,9/19/2020
Mcveytown,PA,4,40.5,-77.8,9/19/2020
Media,PA,10,39.9,-75.4,9/19/2020
New Ringgold,PA,27,40.6,-76,9/19/2020
Manhattan,KS,1149,39.1,-96.6,9/18/2020
Wichita,KS,105,37.7,-97.3,9/18/2020
Bluff City,KS,45,37.1,-97.9,9/18/2020
Claflin,KS,268,38.4,-98.6,9/18/2020
Mcveytown,PA,4,40.5,-77.8,9/18/2020
Media,PA,14,39.9,-75.4,9/18/2020
New Ringgold,PA,50,40.6,-76,9/18/2020
Litchfield,CT,10,41.7,-73.2,9/18/2020
Manistique,MI,50,46,-86.2,9/17/2020
Urbana,IL,50,40.1,-88.2,9/17/2020
Hooksett,NH,8,43,-71.4,9/17/2020
Rossville,KS,100,39.1,-95.9,9/17/2020
Creston,IA,125,41.1,-94.4,9/17/2020
Claflin,KS,425,38.4,-98.6,9/17/2020
Wichita,KS,20,37.8,-97.3,9/17/2020
Sullivan,IN,200,39.1,-87.3,9/17/2020
Indianapolis,IN,3,39.7,-86.1,9/17/2020
Amherstburg,ON,11,42,-83,9/17/2020
Mcveytown,PA,51,40.5,-77.8,9/17/2020
New Ringgold,PA,5,40.6,-76,9/17/2020
Waterford,CT,17,41.3,-72.1,9/16/2020
Urbana,IL,100,40.1,-88.2,9/16/2020
Village of Bayside,WI,75,43.2,-87.9,9/16/2020
Maryville,MO,85,40.3,-94.9,9/16/2020
Central Elgin,ON,40,42.7,-81.2,9/16/2020
Central Elgin,ON,9,42.7,-81.2,9/16/2020
Sawyer,MI,50,41.9,-86.6,9/16/2020
Manhattan,KS,45,39.1,-96.6,9/16/2020
Claflin,KS,148,38.4,-98.6,9/16/2020
Waverly,IL,185,39.6,-90,9/16/2020
Whitehall,MI,200,43.4,-86.4,9/16/2020
Davenport,IA,12,41.5,-90.6,9/16/2020
Hammond,IN,97,41.6,-87.5,9/16/2020
Amherstburg,ON,166,42,-83,9/16/2020
Mcveytown,PA,170,40.5,-77.8,9/16/2020
Media,PA,7,39.9,-75.4,9/16/2020
Litchfield,CT,4,41.7,-73.2,9/16/2020
Munster,IN,21,41.6,-87.5,9/15/2020
Iowa City,IA,6,41.6,-91.6,9/15/2020
Manhattan,KS,478,39.1,-96.6,9/15/2020
Kewanee,IL,10000,41.2,-89.9,9/15/2020
Whitehall,MI,26,43.4,-86.4,9/15/2020
Madison,WI,21,43,-89.3,9/15/2020
Champaign,IL,32,40.1,-88.2,9/15/2020
Claflin,KS,137,38.4,-98.6,9/15/2020
Manteno,IL,42,41.3,-87.8,9/15/2020
Amherstburg,ON,255,42,-83,9/15/2020
North Grafton,MA,25,42.2,-71.7,9/15/2020
Winterset,IA,100,41.3,-94.1,9/15/2020
Griffith,IN,26,41.5,-87.4,9/15/2020
Amherstburg,ON,255,42,-83,9/15/2020
Mcveytown,PA,41,40.5,-77.8,9/15/2020
Media,PA,7,39.9,-75.4,9/15/2020
New Ringgold,PA,25,40.6,-76,9/15/2020
Litchfield,CT,3,41.7,-73.2,9/15/2020
Millstadt,IL,200,38.5,-90.1,9/14/2020
Waunakee,WI,77,43.1,-89.4,9/14/2020
Hampton,NH,12,42.9,-70.8,9/14/2020
Monona,IA,25,43,-91.4,9/14/2020
Claflin,KS,98,38.4,-98.6,9/14/2020
Whitehall,MI,150,43.4,-86.4,9/14/2020
Patchogue,NY,80,40.7,-73,9/14/2020
Amherstburg,ON,45,42,-83,9/14/2020
Mcveytown,PA,243,40.5,-77.8,9/14/2020
Media,PA,6,39.9,-75.4,9/14/2020
New Ringgold,PA,285,40.6,-76,9/14/2020
Litchfield,CT,11,41.7,-73.2,9/14/2020
Chicago,IL,200,41.9,-87.7,9/13/2020
Chicago,IL,80,41.9,-87.7,9/13/2020
Mississauga,ON,31,43.7,-79.6,9/13/2020
Bellevue,OH,100,41.3,-82.8,9/13/2020
Munster,IN,30,41.6,-87.5,9/13/2020
Park Ridge,IL,6,42,-87.8,9/13/2020
Westchester,IL,35,41.8,-87.9,9/13/2020
Howell,MI,15,42.7,-84,9/13/2020
Oak Creek,WI,207,42.9,-87.8,9/13/2020
Urbana,IL,75,40.1,-88.2,9/13/2020
Westchester,IL,200,41.8,-87.9,9/13/2020
Sullivan,IN,300,39.1,-87.3,9/13/2020
Amherstburg,ON,30,42,-83,9/13/2020
Mcveytown,PA,152,40.5,-77.8,9/13/2020
New Ringgold,PA,10,40.6,-76,9/13/2020
Litchfield,CT,10,41.7,-73.2,9/13/2020
Madison,OH,277,41.8,-81,9/12/2020
South Milwaukee,WI,79,42.9,-87.9,9/12/2020
Eastlake,OH,100,41.7,-81.4,9/12/2020
Milwaukee,WI,220,43,-87.9,9/12/2020
Pleasant Hill,IA,100,41.6,-93.5,9/12/2020
Huron,OH,200,41.4,-82.5,9/12/2020
Green Springs,OH,100,41.3,-83.1,9/12/2020
Whitehouse,OH,50,41.5,-83.8,9/12/2020
Swanton,OH,50,41.6,-83.8,9/12/2020
Kenosha,WI,50,42.6,-87.9,9/12/2020
Ashfield-Colborne-Wawanosh,ON,193,43.9,-81.7,9/12/2020
